Tran_Id	Cust_Id	Acct_Nbr	Channel_Nbr	Merchant_SIC	Session_Id	Tran_Duration	Tran_Date	Tran_Time	Tran_Amt	Principal_Amt	Interest_Amt	New_Balance	Merchant_Name	Merchant_City	Merchant_State	Merchant_Postal_Code	Tran_Code	Channel
36	1363414	4561143213634144	0	100	205455	36	10/31/1995	164011	138.98	138.98	0.00	1183.04	Tofu Palace Res.    	Cincinnati          	OH	45251	CG	E
13	1363355	4561143213633554	0	300	192092	20	4/15/1995	000834	106.36	106.36	0.00	1490.33	Rent-a-Wreck        	Kansas City         	MO	64105	CG	E
36	1363420	4561143213634204	0	1000	206064	33	12/15/1995	183119	150.91	150.91	0.00	782.40	Casino Royale       	Detroit             	MI	48208	CG	E
13	1363361	4561143213633614	0	800	192913	38	3/29/1995	220731	208.30	208.30	0.00	826.52	Landfill Lodge      	Dallas              	TX	75307	CG	E
36	1363426	4561143213634264	0	1200	206803	40	12/15/1995	195459	70.56	70.56	0.00	617.28	Sherry's Shoes      	Albuquerque         	NM	87178	CG	E
13	1363364	4561143213633644	0	400	193325	15	2/10/1995	065917	113.82	113.82	0.00	405.12	Serbio's Service St 	Washington          	DC	20306	CG	E
36	1363435	4561143213634354	0	?	208198	0	10/4/1995	?	342.78	338.17	4.61	396.79	?	?	?	?	PM	M
13	1363365	4561143213633654	0	200	193798	36	10/6/1995	203136	113.01	113.01	0.00	2019.96	Carrie's Cards      	New York City       	NY	10218	CG	E
36	1363439	4561143213634384	0	1300	209054	21	10/30/1995	080436	33.18	33.18	0.00	616.76	Arnie's Auto Parts  	Corpus Christi      	TX	78407	CG	E
13	1363378	4561143213633774	0	?	196125	0	3/2/1995	?	68.46	66.77	1.69	396.31	?	?	?	?	PM	M
36	1363441	4561143213634414	0	100	209566	34	10/15/1995	014820	47.86	47.86	0.00	47.86	Tofu Palace Res.    	Tucson              	AZ	85746	CG	E
13	1363382	4561143213633824	0	1100	196646	15	4/27/1995	130146	115.23	115.23	0.00	803.16	Linda's Lighting    	Denver              	CO	80262	CG	E
36	1363445	4561143213634444	0	200	210264	15	9/4/1995	220713	92.55	92.55	0.00	483.42	Jerry's Jewelry     	Sacramento          	CA	94227	CG	E
13	1363383	4561143213633834	1	?	197084	23	2/7/1995	124055	0.00	0.00	0.00	372.51	?	?	?	?	IQ	C
36	1363448	4561143213634484	0	?	211519	0	11/4/1995	?	141.80	123.83	17.97	1276.17	?	?	?	?	PM	M
13	1363384	4561143213633844	0	1200	197198	23	3/4/1995	164726	444.88	444.88	0.00	521.63	Cassandras Casuals  	Fort Worth          	TX	76192	CG	E
36	1363449	4561143213634494	0	200	212033	15	9/27/1995	091722	44.37	44.37	0.00	560.77	Buy The Book        	Oakland             	CA	94615	CG	E
13	1363386	4561143213633854	1	?	197692	33	6/5/1995	111339	142.07	142.07	0.00	0.00	?	?	?	?	PM	C
36	1363454	4561143213634544	0	700	213043	23	6/14/1995	120926	96.42	96.42	0.00	1696.11	Soupy's Supermarket 	New York City       	NY	10252	CG	E
13	1363391	4561143213633904	0	400	198798	31	6/23/1995	093856	78.85	78.85	0.00	699.08	Ollie's Oil Co.     	New York City       	NY	10137	CG	E
36	1363457	4561143213634574	0	700	213503	21	8/26/1995	092817	385.49	385.49	0.00	5649.01	Mary's Market       	Virginia Beach      	VA	23456	CG	E
13	1363392	4561143213633924	0	200	199516	25	5/17/1995	201109	33.77	33.77	0.00	1000.00	Randy's Records     	New York City       	NY	10071	CG	E
36	1363458	4561143213634584	0	800	213704	43	11/4/1995	185521	75.48	75.48	0.00	434.41	Landfill Lodge      	Portland            	OR	97207	CG	E
13	1363398	4561143213633984	0	?	201405	0	7/6/1995	?	101.10	90.06	11.04	909.94	?	?	?	?	PM	M
36	1363461	4561143213634614	0	900	214196	26	6/24/1995	082322	26.34	26.34	0.00	1149.37	Network Works       	St Paul             	MN	55169	CG	E
13	1363401	4561143213634004	1	?	201740	20	2/17/1995	212211	0.00	0.00	0.00	609.76	?	?	?	?	IQ	C
36	1363462	4561143213634624	0	500	214857	16	11/19/1995	045223	34.22	34.22	0.00	2862.08	Icarus Airlines     	Baltimore           	MD	21230	CG	E
13	1363402	4561143213634024	0	100	202988	29	4/25/1995	215431	40.90	40.90	0.00	1200.00	Bohemian Café       	New York City       	NY	10116	CG	E
36	1363467	4561143213634674	0	200	215260	16	7/8/1995	081224	272.14	272.14	0.00	689.73	Larry's Luggage     	New York City       	NY	10138	CG	E
13	1363403	4561143213634034	0	100	203409	43	12/5/1995	081821	316.66	316.66	0.00	1622.83	Lisa's Pasta Bar    	Toledo              	OH	43655	CG	E
36	1363471	4561143213634714	0	200	216816	40	11/20/1995	060957	103.37	103.37	0.00	553.89	Tollie's Toys       	Miami               	FL	33230	CG	E
13	1363408	4561143213634084	0	1200	204307	41	5/17/1995	144940	159.20	159.20	0.00	1800.00	Cassandras Casuals  	New York City       	NY	10011	CG	E
36	1363474	4561143213634744	0	700	217197	28	12/22/1995	015339	152.01	152.01	0.00	456.25	Mary's Market       	Sacramento          	CA	94281	CG	E
13	1363409	4561143213634094	0	1300	205020	24	4/24/1995	170602	404.49	404.49	0.00	925.85	Terry's Trucks      	New York City       	NY	10075	CG	E
36	1363475	4561143213634754	0	?	217452	0	10/6/1995	?	211.06	210.69	0.37	317.43	?	?	?	?	PM	M
13	1363414	4561143213634144	0	?	205475	0	5/4/1995	?	547.34	546.38	0.96	97.92	?	?	?	?	PM	M
36	1363482	4561143213634824	0	100	219132	19	5/12/1995	143734	91.58	91.58	0.00	1612.09	Bohemian Café       	Denver              	CO	80243	CG	E
13	1363420	4561143213634204	0	1100	206055	27	4/19/1995	085419	53.91	53.91	0.00	172.64	Harry's Hardware    	Detroit             	MI	48203	CG	E
36	1363483	4561143213634834	1	?	219318	39	6/16/1995	100548	0.00	0.00	0.00	1000.00	?	?	?	?	IQ	C
13	1363421	4561143213634214	0	1300	206268	17	3/30/1995	083542	95.27	95.27	0.00	1687.45	Terry's Trucks      	Oakland             	CA	94604	CG	E
36	1363484	4561143213634844	0	?	220293	0	12/2/1995	?	333.34	333.34	0.00	0.00	?	?	?	?	PM	M
13	1363422	4561143213634224	0	200	206621	43	5/7/1995	115527	183.97	183.97	0.00	2100.00	Tollie's Toys       	Denver              	CO	80242	CG	E
36	1363486	4561143213634864	268	?	220636	31	12/24/1995	120258	0.00	0.00	0.00	0.00	?	?	?	?	IQ	K
13	1363426	4561143213634264	0	?	206830	0	5/3/1995	?	190.77	170.69	20.08	1254.84	?	?	?	?	PM	M
97	1362525	4561143213625254	0	700	7385	26	12/21/1995	081846	473.94	473.94	0.00	943.70	Ferd's Food Store   	Chicago             	IL	60640	CG	E
13	1363427	4561143213634274	0	200	206905	41	6/5/1995	095350	232.59	232.59	0.00	4061.12	Buy The Book        	New York City       	NY	10160	CG	E
97	1362591	4561143213625914	0	500	23360	23	11/27/1995	163250	106.83	106.83	0.00	1162.12	Prop-Jet Airways    	Cleveland           	OH	44197	CG	E
13	1363429	4561143213634294	0	1300	207636	15	1/3/1995	191815	195.27	195.27	0.00	1739.74	Arnie's Auto Parts  	Dallas              	TX	75241	CG	E
97	1362683	4561143213626834	0	500	42276	27	10/2/1995	020707	154.85	154.85	0.00	2145.00	Puddle Jump Airline 	Los Angeles         	CA	90142	CG	E
13	1363433	4561143213634334	0	100	207752	39	10/25/1995	234001	30.59	30.59	0.00	269.39	Sushi To Go         	Albuquerque         	NM	87149	CG	E
97	1362777	4561143213627774	0	200	65167	27	10/9/1995	085946	72.00	72.00	0.00	515.12	Carrie's Cards      	Los Angeles         	CA	90034	CG	E
13	1363436	4561143213634354	0	?	208192	0	4/4/1995	?	560.66	557.53	3.13	442.47	?	?	?	?	PM	M
97	1362888	4561143213628884	0	100	87450	29	11/30/1995	095851	56.43	56.43	0.00	2920.83	Zorba's Hideaway    	Portland            	OR	97275	CG	E
13	1363439	4561143213634384	0	300	209037	15	5/3/1995	143850	63.95	63.95	0.00	194.02	Rent-a-Wreck        	Corpus Christi      	TX	78460	CG	E
97	1362978	4561143213629784	0	1000	104515	34	11/23/1995	183127	125.31	125.31	0.00	1258.15	Gilligan's Island   	Los Angeles         	CA	90199	CG	E
13	1363441	4561143213634414	0	1100	209584	37	5/17/1995	161928	126.84	126.84	0.00	179.01	Harry's Hardware    	Tucson              	AZ	85735	CG	E
97	1363002	4561143213630024	0	1000	112746	31	8/19/1995	192024	350.12	350.12	0.00	4950.54	Wally World         	New York City       	NY	10184	CG	E
13	1363444	4561143213634444	0	?	210280	0	6/7/1995	?	903.90	895.79	8.11	104.21	?	?	?	?	PM	M
97	1363196	4561143213631964	0	100	146921	26	12/9/1995	222232	100.90	100.90	0.00	1800.00	Fifi's Cabaret      	Los Angeles         	CA	90002	CG	E
13	1363447	4561143213634474	0	200	211109	22	11/10/1995	010422	131.67	131.67	0.00	1000.00	Dog World           	New York City       	NY	10153	CG	E
97	1363236	4561143213632364	0	100	159268	34	11/14/1995	151810	111.89	111.89	0.00	1775.30	Lisa's Pasta Bar    	Los Angeles         	CA	90028	CG	E
13	1363448	4561143213634484	0	?	211512	0	4/3/1995	?	120.87	107.32	13.55	1087.87	?	?	?	?	PM	M
97	1363250	4561143213632494	1	?	162968	42	9/14/1995	081450	0.00	0.00	0.00	3080.45	?	?	?	?	IQ	V
13	1363449	4561143213634494	0	?	212039	0	5/1/1995	?	90.46	90.46	0.00	0.00	?	?	?	?	PM	M
97	1363296	4561143213632964	0	300	176107	43	12/29/1995	160929	97.05	97.05	0.00	895.36	Rent-a-Wreck        	Wichita             	KS	67218	CG	E
13	1363454	4561143213634544	0	100	213002	18	3/13/1995	203327	171.95	171.95	0.00	901.89	The Big Squid       	New York City       	NY	10024	CG	E
76	1362508	4561143213625084	0	1100	3869	38	11/6/1995	101611	51.58	51.58	0.00	338.35	Harry's Hardware    	St Louis            	MO	63179	CG	E
13	1363455	4561143213634554	0	500	213361	43	12/9/1995	034303	53.13	53.13	0.00	2981.86	Prop-Jet Airways    	Baltimore           	MD	21250	CG	E
76	1362509	4561143213625094	0	800	4585	20	5/21/1995	113427	22.31	22.31	0.00	2063.22	Landfill Lodge      	Honolulu            	HI	96812	CG	E
13	1363457	4561143213634574	0	100	213507	36	4/19/1995	031838	634.06	634.06	0.00	1651.46	Haveacow Steakhouse 	Virginia Beach      	VA	23452	CG	E
76	1362525	4561143213625254	0	100	7394	29	10/12/1995	055659	180.60	180.60	0.00	578.18	Zorba's Hideaway    	San Francisco       	CA	94121	CG	E
13	1363458	4561143213634584	0	?	213733	0	4/7/1995	?	690.02	679.28	10.74	227.16	?	?	?	?	PM	M
76	1362546	4561143213625464	0	?	12179	0	12/3/1995	?	273.07	267.89	5.18	656.48	?	?	?	?	PM	M
13	1363459	4561143213634594	0	300	214085	43	11/21/1995	125816	114.08	114.08	0.00	761.77	Acme Car Rental     	Portland            	OR	97227	CG	E
76	1362587	4561143213625874	0	100	21768	38	12/21/1995	194614	61.69	61.69	0.00	626.00	Zorba's Hideaway    	Oklahoma City       	OK	73139	CG	E
13	1363461	4561143213634614	1	?	214238	25	3/15/1995	083204	0.00	0.00	0.00	1422.34	?	?	?	?	IQ	V
76	1362649	4561143213626494	0	200	36278	37	10/23/1995	124957	19.48	19.48	0.00	950.29	Carrie's Cards      	New York City       	NY	10115	CG	E
13	1363462	4561143213634624	0	?	214883	0	5/6/1995	?	227.23	197.43	29.80	2802.57	?	?	?	?	PM	M
76	1362683	4561143213626834	0	?	42288	0	8/2/1995	?	4717.02	4712.53	4.49	202.45	?	?	?	?	PM	M
13	1363467	4561143213634674	0	?	215354	0	4/2/1995	?	1087.55	1071.14	16.41	428.86	?	?	?	?	PM	M
76	1362744	4561143213627444	0	1100	56308	24	12/23/1995	141222	116.06	116.06	0.00	436.96	Larry's Lumber      	Milwaukee           	WI	53232	CG	E
13	1363468	4561143213634684	0	1200	216068	25	11/24/1995	111655	416.44	416.44	0.00	2087.31	Cassandras Casuals  	Lexington           	KY	40557	CG	E
76	1362771	4561143213627714	0	700	63194	25	12/13/1995	181453	53.38	53.38	0.00	1200.00	Ferd's Food Store   	Chicago             	IL	60608	CG	E
13	1363470	4561143213634704	0	1200	216462	26	8/8/1995	204624	18.49	18.49	0.00	1142.62	Sherry's Shoes      	Miami               	FL	33187	CG	E
76	1362777	4561143213627774	0	1100	65151	34	8/26/1995	002944	70.15	70.15	0.00	1249.70	Larry's Lumber      	Los Angeles         	CA	90125	CG	E
13	1363471	4561143213634714	0	1300	216819	34	9/4/1995	161759	72.65	72.65	0.00	808.96	Terry's Trucks      	Miami               	FL	33245	CG	E
76	1362816	4561143213628164	0	?	73181	0	10/3/1995	?	207.96	201.39	6.57	1074.84	?	?	?	?	PM	M
13	1363474	4561143213634744	0	100	217206	29	8/11/1995	103638	36.87	36.87	0.00	979.39	Tofu Palace Res.    	Sacramento          	CA	94288	CG	E
76	1362839	4561143213628394	0	400	79571	33	10/23/1995	164248	241.81	241.81	0.00	3558.93	Filbert's Filling St	New York City       	NY	10163	CG	E
13	1363475	4561143213634754	0	200	217414	27	3/31/1995	201331	55.46	55.46	0.00	669.90	Carrie's Cards      	Columbus            	OH	43210	CG	E
76	1362859	4561143213628584	0	?	83669	0	11/1/1995	?	1519.19	1519.19	0.00	0.00	?	?	?	?	PM	M
13	1363482	4561143213634824	0	1000	219149	32	2/12/1995	144747	320.92	320.92	0.00	2688.21	Tim's Trout Fishing 	Denver              	CO	80280	CG	E
76	1362928	4561143213629284	0	?	93779	0	12/2/1995	?	847.00	847.00	0.00	0.00	?	?	?	?	PM	M
13	1363483	4561143213634834	0	900	219293	44	2/21/1995	130531	127.45	127.45	0.00	528.35	Surplus Servers     	Washington          	DC	20305	CG	E
76	1362978	4561143213629784	1	?	104505	18	9/29/1995	090058	0.00	0.00	0.00	722.94	?	?	?	?	IQ	C
13	1363484	4561143213634844	1	?	220282	22	5/27/1995	091604	0.00	0.00	0.00	268.67	?	?	?	?	IQ	V
76	1362999	4561143213629994	0	700	112218	35	11/20/1995	211227	105.28	105.28	0.00	287.36	Soupy's Supermarket 	Los Angeles         	CA	90055	CG	E
13	1363486	4561143213634864	267	?	220635	137	12/11/1995	181625	0.00	0.00	0.00	0.00	?	?	?	?	IQ	B
76	1363002	4561143213630024	0	1000	112766	33	7/7/1995	203727	827.65	827.65	0.00	3013.99	Tim's Trout Fishing 	New York City       	NY	10222	CG	E
13	1363492	4561143213634924	0	?	220904	0	4/7/1995	?	707.57	633.35	74.22	6466.65	?	?	?	?	PM	M
76	1363130	4561143213631304	1	?	134176	24	12/23/1995	184043	0.00	0.00	0.00	68.08	?	?	?	?	IQ	C
135	1362683	4561143213626834	0	200	42157	41	12/15/1995	235124	417.97	417.97	0.00	3815.33	Jerry's Jewelry     	Los Angeles         	CA	90039	CG	E
76	1363164	4561143213631644	0	?	139309	0	12/5/1995	?	382.39	380.00	2.39	246.34	?	?	?	?	PM	M
135	1362777	4561143213627774	0	200	65178	26	12/29/1995	133317	223.97	223.97	0.00	1640.75	Dog World           	Los Angeles         	CA	90009	CG	E
76	1363175	4561143213631754	0	100	143009	43	11/23/1995	222205	46.52	46.52	0.00	1080.65	Flying Burrito Res. 	Anaheim             	CA	92804	CG	E
135	1363002	4561143213630024	0	1000	112784	19	11/16/1995	023006	189.21	189.21	0.00	2988.21	Tim's Trout Fishing 	New York City       	NY	10046	CG	E
76	1363196	4561143213631964	0	200	146969	22	9/15/1995	184152	281.18	281.18	0.00	848.53	Larry's Luggage     	Los Angeles         	CA	90021	CG	E
53	1362484	4561143213624844	0	300	780	27	12/22/1995	144220	154.59	154.59	0.00	205.00	Loan-a-Lemon        	Denver              	CO	80254	CG	E
76	1363207	4561143213632074	0	300	149479	28	12/22/1995	112529	25.43	25.43	0.00	514.36	Rent-a-Wreck        	Chicago             	IL	60640	CG	E
53	1362508	4561143213625084	0	900	3846	36	8/9/1995	103127	187.79	187.79	0.00	1018.09	Surplus Servers     	St Louis            	MO	63181	CG	E
76	1363217	4561143213632174	0	100	154217	43	12/16/1995	114803	52.61	52.61	0.00	712.38	Haveacow Steakhouse 	San Diego           	CA	92161	CG	E
53	1362509	4561143213625094	0	400	4637	31	4/9/1995	102847	78.96	78.96	0.00	983.01	Gus' Gas Station    	Indianapolis        	IN	46231	CG	E
76	1363218	4561143213632184	0	200	154567	36	12/12/1995	142335	319.77	319.77	0.00	1100.00	Dog World           	San Diego           	CA	92150	CG	E
53	1362535	4561143213625354	8	?	10429	66	9/10/1995	141614	0.00	0.00	0.00	0.00	?	?	?	?	IQ	B
76	1363236	4561143213632364	0	100	159290	39	9/13/1995	162544	68.26	68.26	0.00	1174.38	Haveacow Steakhouse 	Los Angeles         	CA	90164	CG	E
53	1362546	4561143213625464	0	200	12136	27	8/6/1995	085347	193.25	193.25	0.00	576.12	Larry's Luggage     	New York City       	NY	10020	CG	E
76	1363263	4561143213632634	0	1100	167708	30	12/27/1995	164413	171.41	171.41	0.00	1218.94	Harry's Hardware    	Jersey City         	NJ	07310	CG	E
53	1362549	4561143213625494	0	500	12993	16	9/15/1995	141941	266.58	266.58	0.00	907.36	Puddle Jump Airline 	New York City       	NY	10256	CG	E
76	1363264	4561143213632644	0	200	167873	42	11/14/1995	124704	192.27	192.27	0.00	192.27	Buy The Book        	Jersey City         	NJ	07308	CG	E
53	1362552	4561143213625524	0	100	13224	18	11/16/1995	065937	51.94	51.94	0.00	325.41	Carol's Café        	New York City       	NY	10159	CG	E
76	1363296	4561143213632964	0	400	176085	37	9/28/1995	210557	167.01	167.01	0.00	1294.18	Ollie's Oil Co.     	Wichita             	KS	67210	CG	E
53	1362565	4561143213625654	0	1100	15805	35	12/29/1995	152748	174.08	174.08	0.00	1109.48	Brad's Bricks       	Long Beach          	CA	90763	CG	E
76	1363307	4561143213633074	0	1000	181683	31	12/2/1995	082324	66.32	66.32	0.00	887.88	Wally World         	Chicago             	IL	60656	CG	E
53	1362574	4561143213625744	0	1000	18613	17	10/26/1995	141232	18.85	18.85	0.00	930.91	Lala Land           	New York City       	NY	10046	CG	E
76	1363342	4561143213633424	0	1100	188101	38	12/7/1995	133230	407.75	407.75	0.00	920.85	Larry's Lumber      	Houston             	TX	77116	CG	E
53	1362579	4561143213625794	1	?	19133	37	4/29/1995	200515	0.00	0.00	0.00	1802.05	?	?	?	?	IQ	V
76	1363383	4561143213633834	82	?	197053	36	12/14/1995	141849	0.00	0.00	0.00	0.00	?	?	?	?	IQ	K
53	1362587	4561143213625874	0	300	21810	29	8/27/1995	142150	21.43	21.43	0.00	752.99	Loan-a-Lemon        	Oklahoma City       	OK	73154	CG	E
76	1363393	4561143213633934	0	?	199970	0	12/4/1995	?	1000.00	1000.00	0.00	0.00	?	?	?	?	PM	M
53	1362588	4561143213625884	0	700	22702	31	12/15/1995	224617	264.35	264.35	0.00	963.05	Soupy's Supermarket 	Seattle             	WA	98162	CG	E
76	1363454	4561143213634544	0	700	212976	40	12/2/1995	083737	246.88	246.88	0.00	2323.79	Ferd's Food Store   	New York City       	NY	10213	CG	E
53	1362591	4561143213625914	0	100	23426	34	7/21/1995	060946	321.43	321.43	0.00	806.44	Sushi To Go         	Cleveland           	OH	44182	CG	E
76	1363461	4561143213634614	0	1200	214189	22	12/15/1995	125533	177.05	177.05	0.00	1200.04	Sherry's Shoes      	St Paul             	MN	55115	CG	E
53	1362593	4561143213625934	0	100	24479	31	11/3/1995	132249	380.55	380.55	0.00	2255.26	The Big Squid       	New York City       	NY	10122	CG	E
76	1363483	4561143213634834	0	300	219284	33	12/13/1995	073512	190.33	190.33	0.00	950.13	Rent-a-Wreck        	Washington          	DC	20029	CG	E
53	1362594	4561143213625944	39	?	25134	144	7/6/1995	153344	0.00	0.00	0.00	17300.00	?	?	?	?	IQ	B
55	1362484	4561143213624844	0	900	783	31	12/30/1995	065542	115.06	115.06	0.00	369.72	Mainframe Mania     	Denver              	CO	80284	CG	E
53	1362602	4561143213626024	0	1100	26620	24	11/18/1995	002946	46.06	46.06	0.00	376.24	Harry's Hardware    	Los Angeles         	CA	90051	CG	E
55	1362485	4561143213624854	5	?	1323	242	11/1/1995	111617	805.28	802.78	2.50	297.22	?	?	?	?	PM	B
53	1362606	4561143213626064	0	100	27575	34	12/23/1995	190351	162.06	162.06	0.00	959.31	Zorba's Hideaway    	Phoenix             	AZ	85001	CG	E
55	1362508	4561143213625084	0	100	3847	23	8/21/1995	091321	235.20	235.20	0.00	1373.29	Bohemian Café       	St Louis            	MO	63130	CG	E
53	1362607	4561143213626074	0	200	27943	42	11/23/1995	192220	89.33	89.33	0.00	740.29	Tollie's Toys       	Seattle             	WA	98158	CG	E
55	1362509	4561143213625094	0	1200	4571	32	4/10/1995	194508	77.43	77.43	0.00	1126.79	Suitable Suits      	Indianapolis        	IN	46207	CG	E
53	1362633	4561143213626334	0	1100	33331	27	10/8/1995	005545	116.52	116.52	0.00	691.93	Linda's Lighting    	New York City       	NY	10210	CG	E
55	1362525	4561143213625254	0	?	7466	0	7/5/1995	?	673.42	668.81	4.61	530.03	?	?	?	?	PM	M
53	1362636	4561143213626364	141	?	33938	54	12/3/1995	032646	0.00	0.00	0.00	509.11	?	?	?	?	IQ	B
55	1362535	4561143213625354	1	?	10424	16	9/17/1995	113504	0.00	0.00	0.00	0.00	?	?	?	?	IQ	V
53	1362640	4561143213626404	0	100	34646	19	10/18/1995	203929	133.07	133.07	0.00	648.46	Tofu Palace Res.    	Tucson              	AZ	85740	CG	E
55	1362546	4561143213625464	0	800	12134	19	8/15/1995	200340	16.62	16.62	0.00	672.05	Landfill Lodge      	New York City       	NY	10203	CG	E
53	1362642	4561143213626424	0	200	34896	36	10/18/1995	183757	248.60	248.60	0.00	852.04	Randy's Records     	Rochester           	NY	14648	CG	E
55	1362547	4561143213625474	0	300	12718	23	11/16/1995	071234	55.06	55.06	0.00	1409.53	Rent-a-Wreck        	New York City       	NY	10176	CG	E
53	1362649	4561143213626494	0	500	36288	22	7/18/1995	113356	22.01	22.01	0.00	598.44	Prop-Jet Airways    	New York City       	NY	10240	CG	E
55	1362549	4561143213625494	0	?	13023	0	10/3/1995	?	234.88	228.89	5.99	771.11	?	?	?	?	PM	M
53	1362661	4561143213626614	0	1100	38944	25	12/12/1995	190223	36.22	36.22	0.00	571.97	Harry's Hardware    	New York City       	NY	10112	CG	E
55	1362552	4561143213625524	0	1300	13262	36	12/22/1995	114147	42.29	42.29	0.00	150.65	Arnie's Auto Parts  	Riverside           	CA	92509	CG	E
53	1362683	4561143213626834	0	300	42239	19	6/23/1995	133041	546.38	546.38	0.00	3558.92	Rent-a-Wreck        	Los Angeles         	CA	90135	CG	E
55	1362565	4561143213625654	0	700	15818	18	12/31/1995	094101	248.71	248.71	0.00	1358.19	Gary's Grocery      	Long Beach          	CA	90755	CG	E
53	1362703	4561143213627034	0	900	46805	17	12/5/1995	210417	234.81	234.81	0.00	363.61	Surplus Servers     	San Jose            	CA	95107	CG	E
55	1362574	4561143213625744	0	1300	18645	23	10/28/1995	183512	311.96	311.96	0.00	1300.00	Terry's Trucks      	New York City       	NY	10066	CG	E
53	1362705	4561143213627054	0	700	47308	34	12/28/1995	110619	44.09	44.09	0.00	413.11	Soupy's Supermarket 	St Louis            	MO	63153	CG	E
55	1362579	4561143213625794	0	?	19206	41	5/5/1995	025212	1657.42	1646.16	11.26	255.89	?	?	?	?	PM	E
53	1362709	4561143213627094	0	100	48396	18	12/11/1995	093206	185.04	185.04	0.00	333.49	Sushi To Go         	Los Angeles         	CA	90104	CG	E
55	1362586	4561143213625864	0	1200	21232	36	12/27/1995	092507	48.63	48.63	0.00	3700.00	Sherry's Shoes      	Norfolk             	VA	23563	CG	E
53	1362737	4561143213627374	0	1200	55114	23	12/15/1995	182637	326.93	326.93	0.00	3157.54	April-May Dept Store	Los Angeles         	CA	90001	CG	E
55	1362587	4561143213625874	0	700	21755	26	9/22/1995	111513	95.92	95.92	0.00	766.62	Gary's Grocery      	Oklahoma City       	OK	73144	CG	E
53	1362743	4561143213627434	0	1100	55812	36	12/27/1995	131440	23.40	23.40	0.00	2702.40	Harry's Hardware    	Memphis             	TN	38152	CG	E
55	1362591	4561143213625914	0	200	23437	37	7/23/1995	152339	42.57	42.57	0.00	1106.44	Larry's Luggage     	Cleveland           	OH	44193	CG	E
53	1362744	4561143213627444	0	900	56315	23	9/8/1995	203044	87.65	87.65	0.00	87.65	PCs-R-Us            	Milwaukee           	WI	53286	CG	E
55	1362602	4561143213626024	0	200	26592	21	11/23/1995	134344	36.00	36.00	0.00	797.89	Llama World         	Los Angeles         	CA	90040	CG	E
53	1362760	4561143213627594	0	900	59393	17	12/14/1995	154108	367.49	367.49	0.00	475.10	Mainframe Mania     	Los Angeles         	CA	90010	CG	E
55	1362607	4561143213626074	0	100	27936	39	11/29/1995	162448	321.15	321.15	0.00	1261.44	Fifi's Cabaret      	Seattle             	WA	98148	CG	E
53	1362765	4561143213627654	0	200	60415	38	10/19/1995	154206	95.26	95.26	0.00	484.97	Randy's Records     	San Francisco       	CA	94147	CG	E
55	1362633	4561143213626334	0	1000	33297	27	10/29/1995	192427	83.72	83.72	0.00	941.72	Casino Royale       	New York City       	NY	10228	CG	E
53	1362772	4561143213627714	0	1300	63151	40	9/12/1995	115910	14.18	14.18	0.00	927.27	Terry's Trucks      	Chicago             	IL	60619	CG	E
55	1362636	4561143213626364	0	1000	33907	42	12/13/1995	104153	151.46	151.46	0.00	776.70	Casino Royale       	Washington          	DC	20062	CG	E
53	1362777	4561143213627774	0	300	65175	27	7/13/1995	141321	235.87	235.87	0.00	585.60	Loan-a-Lemon        	Los Angeles         	CA	90131	CG	E
55	1362640	4561143213626404	0	900	34673	31	10/31/1995	152406	84.06	84.06	0.00	845.19	PCs-R-Us            	Tucson              	AZ	85722	CG	E
53	1362791	4561143213627914	1	?	66633	29	12/17/1995	102429	0.00	0.00	0.00	96.99	?	?	?	?	IQ	V
55	1362642	4561143213626424	0	300	34905	22	11/3/1995	141630	26.68	26.68	0.00	914.00	Loan-a-Lemon        	Rochester           	NY	14655	CG	E
53	1362806	4561143213628064	0	100	69060	37	10/27/1995	094111	93.20	93.20	0.00	696.81	Carol's Café        	Chicago             	IL	60635	CG	E
55	1362649	4561143213626494	0	700	36246	41	7/23/1995	095342	121.22	121.22	0.00	784.10	Mary's Market       	New York City       	NY	10099	CG	E
53	1362816	4561143213628164	0	100	73165	21	7/15/1995	233701	136.28	136.28	0.00	1781.77	Haveacow Steakhouse 	Louisville          	KY	40233	CG	E
55	1362661	4561143213626614	0	200	38969	15	12/14/1995	092904	163.20	163.20	0.00	852.14	Dog World           	New York City       	NY	10073	CG	E
53	1362820	4561143213628204	0	400	73981	16	12/7/1995	222023	670.14	670.14	0.00	3674.18	Gus' Gas Station    	Chicago             	IL	60627	CG	E
55	1362683	4561143213626834	0	200	42170	25	6/24/1995	202402	364.58	364.58	0.00	4384.49	Jerry's Jewelry     	Los Angeles         	CA	90125	CG	E
53	1362839	4561143213628394	0	100	79578	31	7/19/1995	125959	525.97	525.97	0.00	2138.14	Haveacow Steakhouse 	Baltimore           	MD	21214	CG	E
55	1362694	4561143213626944	0	500	44325	22	12/11/1995	145215	214.04	214.04	0.00	621.50	Wing-and-Prayer Air 	Atlanta             	GA	30370	CG	E
53	1362844	4561143213628444	0	1000	81212	23	11/25/1995	130427	178.79	178.79	0.00	573.27	Gilligan's Island   	Boston              	MA	02192	CG	E
55	1362709	4561143213627094	0	200	48433	17	12/22/1995	205122	101.16	101.16	0.00	496.15	Jerry's Jewelry     	Los Angeles         	CA	90181	CG	E
53	1362849	4561143213628494	0	100	81663	28	10/8/1995	223542	341.21	341.21	0.00	341.21	Flying Burrito Res. 	Nashville           	TN	37233	CG	E
